"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"720",2009,31,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",133.380607661416
"721",2004,62,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",148.413159102577
"722",2006,54,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",117.146816914805
"723",2004,50,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",109.833985642199
"724",2008,52,"1. Male","4. Divorced","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",95.2307125669819
"725",2006,26,"1. Male",NA,"1. White","2. HS Grad","2. Middle Atlantic",NA,"1. <=Good","2. No",75.0431540173515
"726",NA,NA,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",84.0459576539924
"727",2003,50,"1. Male","4. Divorced","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",100.013486924706
"728",2003,25,"1. Male","1. Never Married","1. White",NA,"2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",90.4819133566401
"729",2007,41,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",114.475713290347
"730",2006,47,"1. Male","2. Married","4. Other","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",101.82435207568
"731",2008,50,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",176.989650489877
"732",2006,39,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",148.413159102577
"733",2006,61,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",130.982177377461
"734",2008,51,"1. Male","4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",105.927810775063
"735",NA,25,"1. Male",NA,"1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",61.1875264339915
"736",2009,27,"1. Male","2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",99.6894636984864
"737",2007,23,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",81.2832532842527
"738",2008,55,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",87.9810327856054
"739",2008,40,"1. Male","2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",130.982177377461
"740",2003,52,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",101.82435207568
"741",2004,43,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",78.9816745162994
"742",2004,37,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",109.833985642199
"743",2009,55,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",118.884359339886
"744",2004,57,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",114.475713290347
"745",2006,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",75.610695863947
"746",2004,27,"1. Male","1. Never Married","1. White",NA,"2. Middle Atlantic","1. Industrial","1. <=Good","2. No",76.4884433977401
"747",2004,54,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",200.543262324662
"748",2009,31,"1. Male","2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",166.324941233877
"749",2009,59,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",171.765132627508
"750",NA,18,"1. Male","1. Never Married",NA,"2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good",NA,72.1504556815713
"751",2008,51,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",101.402052302992
"752",2007,32,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",89.4924795180001
"753",2004,46,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",43.7351116779821
"754",2008,36,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",118.884359339886
"755",2006,50,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",277.79948020565
"756",2003,33,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",128.680488220624
"757",2007,22,"1. Male","1. Never Married","1. White",NA,"2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",70.6610476694407
"758",2008,39,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",118.884359339886
"759",2004,59,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",182.020620963512
"760",2003,60,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",59.0970640815891
"761",2003,38,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",93.9371815810521
"762",2006,44,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",108.874525834712
"763",2003,38,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",92.6581301668597
"764",2003,53,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",126.957885677185
"765",2004,52,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",46.7632687977187
"766",2004,40,"1. Male","4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",94.0727147457005
"767",2007,51,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",126.085057289999
"768",2005,50,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",89.4924795180001
"769",2003,40,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",127.115743812184
"770",2009,40,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",79.8549003093467
"771",2005,43,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",109.833985642199
"772",2003,47,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",184.469464222499
"773",2009,60,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",138.299126920883
"774",2003,46,"1. Male","2. Married","3. Asian","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",68.7480877337669
"775",2004,56,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",105.767639622758
"776",2009,51,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",267.901086855275
"777",2009,29,"1. Male","1. Never Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",99.6894636984864
"778",2003,60,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",123.089699847943
"779",2004,40,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",84.0459576539924
"780",2004,33,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",185.918662879754
"781",2009,50,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",157.700527725737
"782",2007,51,"1. Male","2. Married","2. Black","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",97.4932940453934
"783",2003,45,"1. Male","3. Widowed","4. Other","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",94.0727147457005
"784",2006,35,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",114.475713290347
"785",2009,57,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",116.707154559148
"786",2009,38,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",145.143601176911
"787",2003,47,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",99.6894636984864
"788",2003,61,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",79.1280844956297
"789",2004,25,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",103.90247060316
"790",2007,51,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",118.884359339886
"791",2004,44,"1. Male","4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",120.589436530402
"792",2009,57,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",87.9810327856054
"793",2009,68,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",118.019753340006
"794",2003,38,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",314.32933644529
"795",2004,42,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",106.921814091211
"796",2008,59,"1. Male","2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",139.213788138664
"797",2009,46,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",84.3157688645753
"798",2009,55,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",107.903923866876
"799",2003,37,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",85.3839403789827
"800",2003,41,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",92.8958447894966
"801",2004,58,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",148.413159102577
"802",2008,48,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",145.143601176911
"803",2003,48,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",109.833985642199
"804",2008,40,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",130.982177377461
"805",2007,48,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",70.4760196469445
"806",2009,35,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",131.62180303309
"807",2005,44,"1. Male","4. Divorced","4. Other","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",68.7480877337669
"808",2005,42,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",123.089699847943
"809",2009,42,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",158.294621427791
"810",2003,58,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",148.413159102577
"811",2009,26,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",97.4932940453934
"812",2009,40,"1. Male","1. Never Married","2. Black","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",94.0727147457005
"813",2005,NA,"1. Male","2. Married","1. White",NA,"2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",103.90247060316
"814",2006,31,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",66.2294082943902
"815",2004,48,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",97.4932940453934
"816",2004,31,"1. Male","1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",128.680488220624
"817",2004,45,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",106.127582150788
"818",2007,44,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",75.8522371953675
"819",2008,30,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",95.2307125669819
"820",2005,39,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",67.8625234113681
"821",2003,31,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",92.6581301668597
"822",2006,43,"1. Male","5. Separated","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",101.82435207568
"823",2008,23,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic",NA,NA,"2. No",78.3465619952665
"824",2006,64,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",114.475713290347
"825",2005,62,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",99.6894636984864
"826",2004,47,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",118.884359339886
"827",2004,48,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",114.475713290347
"828",2008,55,"1. Male","5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",81.2832532842527
"829",2006,44,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",87.9810327856054
"830",2009,59,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",93.7216739620469
"831",2009,26,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",105.927810775063
"832",2003,25,"1. Male",NA,"1. White",NA,"2. Middle Atlantic",NA,"2. >=Very Good",NA,99.6894636984864
"833",2006,36,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",118.884359339886
"834",2007,61,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",145.143601176911
